battery_idx,t_normalized,T_celsius,I_amperes,C_target,RUL,cycle,T_celsius_norm,I_amperes_norm
1,0.4215686274509804,32.537854347094196,-1.7388746112390865,1.4935201918040188,354,260,0.5549834154003106,0.5403684674496758
1,0.3954248366013072,32.5437072434024,-1.7593486488770236,1.5246566834474087,370,244,0.556317320746798,0.49796009176255485
1,0.6683006535947712,34.216231530637586,-1.6971165805711328,1.3737600299108574,203,411,0.9374942580087868,0.6268628992680267
1,0.815359477124183,33.76400861956033,-1.6493259508429792,1.300235735841116,113,501,0.8344303171621741,0.7258528012930303
3,0.23734177215189872,30.994690437264207,-1.8623726014599724,1.6940366439243106,241,78,0.20328837734821548,0.2845640551247106
3,0.3512658227848101,30.38386825126278,-1.8199201144788144,1.5954638693695657,205,114,0.06407884129024488,0.3724969313158555
1,0.9901960784313726,33.6634605108384,-1.523792814686802,1.1587974947916069,6,608,0.8115148830350751,0.9858726612462654
3,0.9683544303797469,31.81846533166901,-1.782779873271704,1.3627371779096438,10,309,0.39103093728533533,0.44942642270757505
0,0.5392156862745098,32.91990812745461,-1.7958941337499832,1.5169573017136326,282,332,0.6420554483618677,0.42226253373478606
1,0.5718954248366013,33.39150630507064,-1.729690117077797,1.431210744960774,262,352,0.7495351126836187,0.5593925351873663
3,0.8291139240506329,31.24511885640641,-1.7959419603883284,1.4283681980964316,54,265,0.26036230957181594,0.4221634692472307
2,0.27450980392156865,31.779120691032947,-1.9723254573804139,1.775328769596812,444,170,0.38206409014907106,0.056816011274978706
0,0.48366013071895425,32.379859014262976,-1.8026537331443495,1.527914258251028,316,298,0.5189754617162121,0.4082612099275291
2,0.7761437908496732,32.58599202496769,-1.8726786421400121,1.476971179775059,137,477,0.5659542412105916,0.2632169006095686
0,0.6748366013071896,33.61126807392732,-1.7425325036061032,1.417429032731308,199,415,0.7996199566642952,0.5327917853869226
2,0.3464052287581699,32.10276048728767,-1.9425165961920092,1.7036521173638766,400,214,0.4558232739492647,0.1185598356460309
2,0.5915032679738562,32.74051962267582,-1.8967768141795405,1.5649820533392105,250,364,0.6011718801210604,0.213301766560408
3,0.24367088607594936,31.055317978554886,-1.8547843408980225,1.6819027078768087,239,80,0.21710570764307668,0.3002818051070908
3,0.0379746835443038,30.821190751176527,-1.9460914562122762,1.8306736044962053,304,15,0.16374690135079106,0.11115514051704256
2,0.4019607843137255,32.23410177209762,-1.9181664471622712,1.6574243065763063,366,248,0.48575663220421195,0.16899689580738775
1,0.7303921568627451,33.818304796930946,-1.6873533635265776,1.3524934638801596,165,449,0.8468046968666263,0.6470856898900976
2,0.9575163398692811,32.48861829940489,-1.8494580225090995,1.4165781829175994,26,588,0.5437622654269854,0.31131433885842696
2,0.6683006535947712,33.382402850667845,-1.888168080257056,1.5239059324661248,203,411,0.7474603883317839,0.2311332480117616
1,0.5326797385620915,33.14347737377552,-1.7640032117743045,1.4831110745410492,286,328,0.6930080361532527,0.4883189816162363
2,0.3006535947712418,31.72316205746117,-1.9607439129501683,1.749650075059311,428,186,0.3693108280762569,0.08080514795239058
2,0.16339869281045752,31.068710515588776,-1.9781601679702336,1.836828431169018,512,102,0.22015793611455958,0.04473043230445839
3,0.31329113924050633,30.755137125871208,-1.8693745969498121,1.6760516154424623,217,102,0.14869293843910558,0.27006065034721694
0,0.795751633986928,33.59131052719714,-1.711022510206629,1.3647827949260758,125,489,0.7950715285213175,0.5980592065773354
0,0.2549019607843137,32.66698125020078,-1.9267185977839403,1.7673642076278957,456,158,0.584412104609755,0.15128261673306564
2,0.5196078431372549,32.948305858317944,-1.916884219356136,1.6157433862812898,294,320,0.6485274381310386,0.17165280567141483
3,0.8354430379746836,31.05306925187263,-1.7956017209600372,1.4147874517552432,52,267,0.21659321119921326,0.4228682155094825
3,0.680379746835443,30.931917385258963,-1.798647877727257,1.428376058807949,101,218,0.18898207406247902,0.4165586363795333
2,0.3758169934640523,32.20371989479744,-1.9247195409983122,1.6779270142025482,382,232,0.47883244519781787,0.1554233120216062
0,0.4084967320261438,32.51218336210202,-1.8438790389835118,1.6015142233917594,362,252,0.5491328651210123,0.32287022409656796
0,0.5081699346405228,32.856295641052824,-1.822916991757235,1.605818899130659,301,313,0.6275578336346479,0.3662894259981959
1,0.6421568627450981,33.976109677640174,-1.7052696591517462,1.3893171179312644,219,395,0.8827692455268865,0.6099752278879271
2,0.7107843137254902,33.13820710362847,-1.8941478117057606,1.5236247972838737,177,437,0.691806914322898,0.21874728378383246
0,0.16339869281045752,31.40934895665031,-1.9284469980320087,1.80460990458052,512,102,0.29779119900258344,0.1477025389607176
3,0.7911392405063291,31.647958536134297,-1.7752748972563315,1.3679487285504814,66,253,0.3521715565275727,0.4649716633685088
0,0.19607843137254902,31.569551201845574,-1.9220800182578983,1.773037755078937,492,122,0.3343021194311113,0.16089062013101207
0,0.9771241830065359,33.27568841807217,-1.6744879201095209,1.293463613844243,14,600,0.7231396170946072,0.6737341979890066
2,0.22549019607843138,30.939399361884792,-1.9780364457328714,1.7958310249900458,474,140,0.19068725524081298,0.04498670120537973
0,0.13725490196078433,31.91556385491565,-1.920618117118412,1.8518025516704486,528,86,0.41316019303743,0.16391869177164864
2,0.6290849673202614,33.2282109237263,-1.8959167588975119,1.5450187488690073,227,387,0.7123192505254918,0.21508322013380488
1,0.06535947712418301,31.51177053595285,-1.9892347833261184,1.979626548250818,572,42,0.3211336067667272,0.02179131023639691
0,0.8921568627450981,33.4949493613756,-1.715777469309528,1.3601216766554785,66,548,0.7731103203408578,0.5882101433110356
1,0.33986928104575165,32.610757585145336,-1.8113056300795982,1.5989712144027983,404,210,0.5715984404907699,0.39034032387052564
2,0.4444444444444444,31.798082670491866,-1.9108556098369367,1.621213282987236,340,274,0.38638562336071924,0.18414001224406595
0,0.0196078431372549,32.480416444757985,-1.816791144707133,1.8351461429226603,600,14,0.5418930203236192,0.37897804305051563
3,0.40189873417721517,31.172639449335037,-1.8606833274060013,1.6468336174407805,189,130,0.24384387775418226,0.28806308985279827
3,0.7784810126582279,31.475238112886494,-1.7778412667349817,1.3703251814242443,70,249,0.3128076785625922,0.45965587940214103
3,0.8164556962025317,31.017997058077018,-1.8096836854216038,1.4500998937104097,58,261,0.2086000767998506,0.3936998975714401
0,0.46405228758169936,32.945022147355694,-1.817160673909645,1.55468935359061,328,286,0.6477790634156477,0.37821262816144374
1,0.8676470588235294,32.970182781539556,-1.6181015728870058,1.253259864055301,81,533,0.6535133021056145,0.7905286202189448
0,0.6421568627450981,33.52446663707275,-1.7516428147438297,1.4386709371480566,219,395,0.7798374601692153,0.5139213747631102
2,0.9313725490196079,32.40094040453025,-1.8504182940365097,1.4262562585106868,42,572,0.523780019615093,0.30932530492109533
1,0.5130718954248366,33.37083344726966,-1.821445703423604,1.5463902376915637,298,316,0.744823661447203,0.36933694156401087
0,0.42810457516339867,32.32889654966259,-1.8311195242792309,1.5849430707374117,350,264,0.5073608523978566,0.3492993194578977
1,0.43790849673202614,32.71220835503141,-1.7612682208672186,1.5040760088360112,344,270,0.5947195957667679,0.49398403527783774
0,0.6879084967320261,33.723267448788484,-1.7421680980861822,1.412578792940193,191,423,0.8251451935835199,0.5335465874667347
0,0.9509803921568627,33.253984518546055,-1.67627880896028,1.3033573559038205,30,584,0.7181931861153101,0.6700246860431975
3,0.9113924050632911,30.706123644966482,-1.778331020505836,1.3462308764008801,28,291,0.13752251258735448,0.4586414404196666
3,0.189873417721519,30.125011009636175,-1.8780560689384003,1.7075021373272627,256,63,0.0050839368189770084,0.2520785047577667
3,0.8892405063291139,31.127360345471814,-1.7873231599598716,1.3761826562394497,35,284,0.23352453574864285,0.44001580169899146
1,0.7107843137254902,34.16445180476378,-1.7152465923901479,1.378719022627353,177,437,0.9256933906184122,0.5893097616783955
1,0.21568627450980393,31.543288143901563,-1.9093247566511207,1.7546766553637203,480,134,0.3283166326632152,0.18731090594729993
1,0.5964052287581699,34.08965316576344,-1.7486639022205694,1.452255804330839,247,367,0.9086463938464568,0.520091669243345
2,0.43137254901960786,32.506671891788216,-1.917648718820213,1.641119179218384,348,266,0.5478767725248925,0.17006927920445625
0,0.49019607843137253,32.68215852457039,-1.8031542757366414,1.5285252629756445,312,302,0.5878710839527441,0.4072244237949305
2,0.7303921568627451,32.77234087259374,-1.8807630082774924,1.5031960676037333,165,449,0.6084241075931116,0.2464715549960963
1,0.4084967320261438,32.58978020040808,-1.7516949849801624,1.509391504602082,362,252,0.5668175859902158,0.513813313274643
0,0.04411764705882353,32.15709029211502,-1.882536787636365,1.8134404914735822,585,29,0.468205317525066,0.24279748235994214
1,0.8415032679738562,33.439116773449626,-1.6340244573659812,1.274036760902923,97,517,0.7603857847227742,0.7575471595540586
1,0.16993464052287582,31.30305692941581,-1.9490605727432448,1.8134770059567056,508,106,0.27356669613237905,0.10500513671560174
0,0.05718954248366013,31.965008645476725,-1.9133470605822436,1.8030683142834096,577,37,0.4244289165910873,0.17897940928526523
2,0.3562091503267974,32.21373014824893,-1.9310192096578356,1.6935716157343033,394,220,0.48111383374384786,0.14237465401179472
0,0.9183006535947712,33.229879126701434,-1.685043785043406,1.318633896753293,50,564,0.7126994426133715,0.6518695763772331
2,0.8415032679738562,32.7394359440147,-1.8588972649148483,1.451615926257375,97,517,0.6009249041481706,0.29176260484172944
0,0.3006535947712418,31.975920928072714,-1.9020484449938713,1.710533351135192,428,186,0.4269158822454706,0.20238250852193973
0,0.1568627450980392,31.465690433362017,-1.923330987770314,1.8093079637028517,516,98,0.3106317130074876,0.1582994563364628
3,0.5411392405063291,30.761821976538275,-1.8090400456598725,1.4963534117486457,145,174,0.15021645048779408,0.3950330843763763
1,0.9183006535947712,33.56245583951572,-1.5901105081883435,1.2271137666213534,50,564,0.7884953959294041,0.8485071981924381
2,0.02287581699346405,32.45374435641106,-1.9063154499484403,1.8815088124038797,598,16,0.5358143134109259,0.1935441566358973
1,0.0915032679738562,31.119005145018026,-1.9885639445355097,1.9459811331421641,556,58,0.23162034234260886,0.023180835056108684
1,0.7434640522875817,33.79894614410012,-1.6852952939579415,1.3370075130842318,157,457,0.8423927597414735,0.6513486198016469
2,0.6421568627450981,33.12431679486816,-1.8889185963670394,1.5343086721758876,219,395,0.6886412410999219,0.2295786856086699
3,0.4936708860759494,30.976616345195186,-1.817194042260449,1.5402045278637397,160,159,0.1991691982658894,0.3781435114790397
3,0.9936708860759493,31.52613649688221,-1.7884847819526568,1.3547969729652622,2,317,0.3244076835796452,0.4376097056104906
3,0.31962025316455694,30.977446633931525,-1.839770443871628,1.649300642552199,215,104,0.19935842536410053,0.33138045779508296
1,0.3202614379084967,32.48984985901219,-1.8297533943331723,1.6291999416165441,416,198,0.5440429442325181,0.3521290178795966
2,0.3202614379084967,32.128842946565555,-1.9491545130405272,1.7285642277717963,416,198,0.46176760134688966,0.10481055587669985
3,0.740506329113924,31.423707199142058,-1.7915215753378781,1.3968547782872414,82,237,0.30106351674364085,0.4313195210830383
2,0.9052287581699346,32.502652632323915,-1.8578958465335809,1.4471379752748499,58,556,0.54696076250079,0.29383686726538016
2,0.16993464052287582,31.618244836823447,-1.9783765899690637,1.8371619619672275,508,106,0.3453996507415251,0.04428215211685416
2,0.45098039215686275,31.95802833708937,-1.9049762303506044,1.6164273214762122,336,278,0.42283806819950165,0.19631811499413265
0,0.9967320261437909,33.71351889594897,-1.6888978346592105,1.3090153642307354,2,612,0.8229234479607737,0.6438865890000391
1,0.9771241830065359,33.472459360982775,-1.5169723774339863,1.15381833159625,14,600,0.7679847329074274,0.9999999999999996
0,0.05065359477124183,31.931593674911532,-1.8921861285036712,1.80210690024615,581,33,0.41681347193898244,0.22281056625329398
2,0.8986928104575164,32.665258715232376,-1.8647784241320742,1.4518640367848885,62,552,0.5840195299795425,0.279580815691467
2,0.029411764705882353,32.30534276235138,-1.9165016044519978,1.870052380139199,594,20,0.5019928224226096,0.17244532529480905
0,0.815359477124183,33.887639684793655,-1.7034912994217157,1.3547039213192407,113,501,0.8626064764895691,0.6136587879590603
0,0.02287581699346405,32.41046186109587,-1.8443412120754061,1.8257567905665537,598,16,0.5259500088222175,0.3219129136500336
2,0.7009803921568627,33.29697162630193,-1.901022727285377,1.5339599193158786,183,431,0.7279901703511698,0.2045071027373062
3,0.4208860759493671,30.765219721637393,-1.8362729789790888,1.6057366823755344,183,136,0.15099081417289106,0.3386248425001539
1,0.238562091503268,31.206611383963253,-1.8892713805954209,1.7024077813673466,466,148,0.25158625739750207,0.22884795499469623
2,0.06535947712418301,32.35216872128999,-1.9066656790606797,1.8807805437609766,572,42,0.5126647007019267,0.19281871849657817
2,0.0032679738562091504,32.738209593287145,-1.8680422715350309,1.880637027686859,610,4,0.6006454124732779,0.27282032861521266
2,0.6356209150326797,33.361342590516294,-1.889387844169526,1.5445940154102908,223,391,0.7426606460955867,0.2286067211407854
0,0.22549019607843138,31.41911167391793,-1.9151304155635374,1.7517304870664143,474,140,0.3000161727717696,0.17528550242782792
1,0.2549019607843137,32.210981559158874,-1.9470636598230844,1.7757610945034283,456,158,0.4804874160713908,0.10914139136308343
0,0.6617647058823529,33.91080564765892,-1.7446206812145286,1.42806487344776,207,407,0.8678861192673155,0.5284664919550375
1,0.8218954248366013,33.57003564415372,-1.6481131076816375,1.2895066722480755,109,505,0.7902228726177896,0.7283649930426646
1,0.7369281045751634,33.812621135472135,-1.6919294969110734,1.3474099151661236,161,453,0.8455093610177906,0.6376070327148033
0,0.08496732026143791,31.98795810666763,-1.883193546754683,1.8257807475776242,560,54,0.4296592175172531,0.241437121110339
0,0.00980392156862745,32.51487646204882,-1.8255891938692528,1.8352625275821128,606,8,0.5497466365306689,0.3607544283058801
0,0.8611111111111112,33.16734508187535,-1.6860649112944592,1.3231708992276219,85,529,0.6984476103001818,0.6497544925601355
1,0.0718954248366013,31.874488497680712,-1.9890474874073771,1.9575499080884022,568,46,0.4037989066350436,0.022179260860846206
2,0.9705882352941176,32.482615965621896,-1.8427098003104345,1.4109949628347804,18,596,0.5423943025069322,0.3252920968015345
0,0.7434640522875817,33.3700433438796,-1.7260735249920125,1.3862287677978349,157,457,0.744643592797293,0.5668836709659204
1,0.5261437908496732,33.28676739403043,-1.7769345930773324,1.4989786083335404,290,324,0.7256645730285793,0.4615338947589147
1,0.0196078431372549,32.11157496697372,-1.9900886222380372,2.013101105626967,600,14,0.4578321394682474,0.020022732782683406
3,0.16139240506329114,30.242913021104116,-1.90021436299665,1.7376647337053737,265,54,0.03195441515604713,0.20618148749006604
1,0.05392156862745098,31.78991634963658,-1.9884892463229662,1.878278372248849,579,35,0.3845244765922846,0.023335559293541586
1,0.20261437908496732,31.694287817425337,-1.908733158939213,1.7502913788006587,488,126,0.36273023940162563,0.1885362967796258
0,0.06045751633986928,31.966241678512723,-1.9131602105481538,1.8027776247196041,575,39,0.42470993119864264,0.17936643633791416
3,0.9556962025316456,30.93996203578424,-1.7845257009241222,1.3796951665608619,14,305,0.19081549153328758,0.4458102471256993
1,0.23202614379084968,31.15661421699882,-1.8953541357988335,1.713325912040734,470,144,0.24019164440399887,0.21624859513999262
0,0.6094771241830066,33.535818118317145,-1.7731015168894209,1.4697543268466824,239,375,0.7824245214676075,0.46947343936115304
2,0.477124183006536,32.28305350922276,-1.90433828068926,1.6006603374309376,320,294,0.49691298632918635,0.19763951575475414
2,0.21895424836601307,31.24662583059252,-1.9781214643703728,1.8062641938283535,478,136,0.2607057567846178,0.04481060001892523
1,0.24183006535947713,33.61169282822636,-1.9819359924929794,1.82371946178183,464,150,0.7997167603663593,0.03690947447870219
3,0.6139240506329114,31.037323488688802,-1.7981302589297092,1.4478660988891399,122,197,0.2130046703145938,0.41763079287437366
3,0.2120253164556962,31.41570291330098,-1.8783667048362822,1.7222313328292376,249,70,0.29923929859317333,0.251435077013213
0,0.45751633986928103,32.7120225448885,-1.8179238657973993,1.5594815668184234,332,282,0.5946772486739773,0.37663181010935265
1,0.16339869281045752,30.761533072057244,-1.9542494702422435,1.8185396073994429,512,102,0.15015060766202382,0.09425724621979903
1,0.6356209150326797,34.175023374593785,-1.7063596521950202,1.3945343832614077,223,391,0.9281027060708738,0.6077174985971565
0,0.3202614379084967,32.40048085325998,-1.8899648799839277,1.6945798601797895,416,198,0.5236752855032742,0.22741149272346872
1,0.19607843137254902,31.080769482413952,-1.9198444871883995,1.7604712448170943,492,122,0.22290623703673162,0.1655211303963573
2,0.20261437908496732,31.722267598269813,-1.9782873833989176,1.8116056333939583,488,126,0.3691069761993848,0.04446692787078277
3,0.9462025316455697,30.967950840538833,-1.784162084841115,1.3701878338420928,17,302,0.19719428492684443,0.44656341402549415
1,0.30718954248366015,32.23677365476226,-1.848156298789804,1.651121015038069,424,190,0.486365568085505,0.31401063108495064
2,0.5718954248366013,32.6993879231031,-1.8909127399289274,1.5702565375950357,262,352,0.5917977530084277,0.22544816720081595
0,0.704248366013072,34.067648550088656,-1.7573176114092575,1.4382550176792908,181,433,0.9036314281012325,0.5021670294214
0,0.7761437908496732,33.25287943255863,-1.7109669363015376,1.3647355108681518,137,477,0.7179413313020113,0.5981743181682773
1,0.0784313725490196,31.53911453638972,-1.988682950523383,1.9458150170787551,564,50,0.3273654459206128,0.022934335038281795
2,0.9183006535947712,32.39361892904713,-1.8509042611451945,1.431630947911111,50,564,0.5221114174774764,0.30831870934472994
0,0.006535947712418301,32.64286193755933,-1.8164865418840956,1.8353491942234077,608,6,0.5789151884862056,0.3796089743393587
1,0.3758169934640523,32.4731363791227,-1.7727874712030285,1.5406741606295171,382,232,0.5402338557045434,0.47012392988417373
3,0.29430379746835444,31.285342046153826,-1.8270453339799269,1.62215370227252,223,96,0.26952938259541437,0.35773828962534315
1,0.880718954248366,33.23406652671602,-1.6103535053387172,1.2480874960313577,73,541,0.7136537727386987,0.8065773823267257
3,0.09177215189873418,31.51305775907457,-1.9319248326301843,1.8121253520255494,287,32,0.32142697157515165,0.14049881496522154
2,0.8741830065359477,32.603239183227075,-1.8514531972432,1.4368154153924828,77,537,0.5698849577998573,0.3071816845583095
2,0.43790849673202614,31.961039485620926,-1.9111337702474194,1.6315700789656966,344,270,0.4235243245269338,0.18356385177207502
1,0.04738562091503268,31.878814448635442,-1.9887874042287874,1.9010667141979305,583,31,0.4047848132363727,0.022717977519601362
3,0.7151898734177216,31.5462258449116,-1.795371462470329,1.4155606630306516,90,229,0.32898614992053865,0.4233451555595784
3,0.8575949367088608,31.492840068071885,-1.793581043096934,1.3953322584033976,45,274,0.31681925520670884,0.4270536950654229
0,0.4215686274509804,32.447059186431154,-1.8315957075983758,1.5857889968242211,354,260,0.5342907285891911,0.34831298928446763
2,0.19607843137254902,31.1990648511682,-1.9784334957218421,1.8113815601504555,492,122,0.24986636353424352,0.04416428183717347
2,0.24836601307189543,33.038339318294426,-1.978162017642311,1.8157025154845838,460,154,0.669046529415307,0.04472660103337489
2,0.013071895424836602,32.46787845303298,-1.8871559747738404,1.8794508728285058,604,10,0.5390355471487132,0.23322964689146586
1,0.032679738562091505,31.874127571841353,-1.9891317699701738,1.9455991514129352,592,22,0.4037166497691338,0.0220046843239583
2,0.795751633986928,32.755748003791545,-1.8725486136074456,1.4771155312812152,125,489,0.6046425069558712,0.26348623189422504
3,0.6360759493670886,31.215527070380897,-1.7951057003644757,1.4392712877203313,115,204,0.25361818845417083,0.423895635119484
3,0.1360759493670886,31.518847747922937,-1.909404549449075,1.7686303996707076,273,46,0.32274653998611313,0.18714562917030975
3,0.14240506329113925,31.11237289077096,-1.8960567702455413,1.7536304801917124,271,48,0.23010881729012755,0.21479321119894346
1,0.6029411764705882,33.9987286593769,-1.7345160724760178,1.431557632772571,243,371,0.8879242284758293,0.5493964155554565
3,0.41455696202531644,30.821704306343133,-1.8436958588115397,1.6121577411874595,185,134,0.1638639432299529,0.3232496496739161
3,0.3670886075949367,30.705906284556665,-1.8867694858233446,1.7165673917429753,200,119,0.13747297502552236,0.23403019092197885
